,,"      Listado de productos Bioequivalentes, actualizado al 31 de Enero de 2016                ",,,,,
732,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-22000,ASCEND LABORATORIES S.p.A.
733,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTAN POTÁSICO COMPRIMIDOS RECUBIERTOS 100mg,F-21746,ASCEND LABORATORIES SpA
734,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-8741,CHEMOPHARMA  S.A.
735,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTAN POTÁSICO COMPRIMIDOS RECUBIERTOS 100 mg,F-20493,CHEMOPHARMA  S.A.
736,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,SANIPRESIN COMPRIMIDOS RECUBIERTOS 50 mg,F-9043,INSTITUTO SANITAS S.A.
737,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,SANIPRESIN FORTE COMPRIMIDOS RECUBIERTOS 100 mg ,F-20483,INSTITUTO SANITAS S.A.
738,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-13738,LABORATORIO CHILE S.A.
739,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,SIMPERTEN COMPRIMIDOS RECUBIERTOS 50 mg,F-8493,LABORATORIO CHILE S.A.
740,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 100 mg,F-17498,LABORATORIO CHILE S.A.
741,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,SIMPERTEN COMPRIMIDOS RECUBIERTOS 100 mg,F-16092,LABORATORIO CHILE S.A.
742,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,ARATAN COMPRIMIDOS RECUBIERTOS 50 mg,F-20666,LABORATORIOS ANDRÓMACO S.A.
743,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-20665,LABORATORIOS ANDRÓMACO S.A.
744,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,ARATAN COMPRIMIDOS RECUBIERTOS 100 mg,F-20899,LABORATORIOS ANDRÓMACO S.A.
745,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTAN POTÁSICO COMPRIMIDOS RECUBIERTOS 100 mg,F-20934,LABORATORIOS ANDRÓMACO S.A.
746,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-19885,LABORATORIOS EUROMED CHILE S.A.
747,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-20177,LABORATORIOS EUROMED CHILE S.A.
748,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,CORODIN COMPRIMIDOS RECUBIERTOS 50 mg,F-11043,LABORATORIOS LAFI LTDA.
749,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,CORODIN COMPRIMIDOS RECUBIERTOS 100 mg,F-12482,LABORATORIOS LAFI LTDA.
750,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-19752,MEDINOVA FARMA LTDA.
751,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,NOVSAR COMPRIMIDOS RECUBIERTOS 50 mg,F-19753,MEDINOVA FARMA LTDA.
752,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-14315,MINTLAB  CO. S.A.
753,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOPREN COMPRIMIDOS RECUBIERTOS 50 mg,F-14316,MINTLAB  CO. S.A.
754,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,CORSALUX COMPRIMIDOS RECUBIERTOS  50 mg,F-19513,NOVARTIS CHILE S.A.
755,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-17455,OPKO CHILE S.A.
756,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-18420,OPKO CHILE S.A.
757,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSAPRES 100 COMPRIMIDOS RECUBIERTOS 100 mg,F-13998,PHARMA INVESTI DE CHILE S.A.
758,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-15499,SYNTHON  CHILE LTDA.
759,Hipertensión arterial,METILDOPA,Aldomet,Aspen,METILDOPA COMPRIMIDOS RANURADOS 250 mg,F-2275,LABORATORIO CHILE S.A.
760,Hipertensión arterial,NEBIVOLOL,Nebilet,Labomed,ANFIBOL COMPRIMIDOS 5 mg,F-17006,LABORATORIOS RECALCINE S.A.
761,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZIDA,Olmetec Plus,Merck Sharp & Dohme ,"OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 20/12,5 COMPRIMIDOS RECUBIERTOS",F-22092,ASCEND LABORATORIES SpA
762,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZIDA,Olmetec Plus,Merck Sharp & Dohme ,OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 40/25 COMPRIMIDOS RECUBIERTOS,F-22093,ASCEND LABORATORIES SpA
763,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZIDA,Olmetec Plus,Merck Sharp & Dohme ,"OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 40/12,5 COMPRIMIDOS RECUBIERTOS",F-22094,ASCEND LABORATORIES SpA
764,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZIDA,Olmetec Plus,Merck Sharp & Dohme ,OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 40/25 COMPRIMIDOS RECUBIERTOS,F-22091,EUROMED CHILE S.A.
765,Hipertensión arterial,PROPRANOLOL,Inderal,Astrazeneca ,PROPRANOLOL CLORHIDRATO COMPRIMIDOS 40 mg,F-3440,MINTLAB  CO. S.A.
766,Hipertensión arterial,PROPRANOLOL,Inderal,Astrazeneca ,PROPRANOLOL CLORHIDRATO COMPRIMIDOS 10 mg,F-13795,MINTLAB Co. S.A.
767,Hipertensión arterial,TELMISARTÁN,Micardis,Boehringer Ingelheim ,TELMEREN COMPRIMIDOS RECUBIERTOS 80 mg,F-21082,NOVARTIS CHILE S.A.
768,Hipertensión arterial,TELMISARTÁN,Micardis,Boehringer Ingelheim ,TELMEREN COMPRIMIDOS   40 mg,F-21178,NOVARTIS CHILE S.A.
769,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,ALSARKARE COMPRIMIDOS RECUBIERTOS 320 mg,F-19192,ETEX FARMACÉUTICA LTDA.
770,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,ALSARKARE COMPRIMIDOS RECUBIERTOS 160 mg,F-19191,ETEX FARMACÉUTICA LTDA.
771,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,ALSARKARE COMPRIMIDOS RECUBIERTOS 80 mg,F-19190,ETEX FARMACÉUTICA LTDA.
772,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VALSARTÁN COMPRIMIDOS RECUBIERTOS 320 mg,F-22027,EUROMED CHILE S.A.
773,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VALVITAE COMPRIMIDOS RECUBIERTOS 80 mg,F-21231,GALENICUM HEALTH CHILE S.p.A.
774,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VALVITAE COMPRIMIDOS RECUBIERTOS 160 mg,F-21232,GALENICUM HEALTH CHILE S.p.A.
775,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VALAPLEX COMPRIMIDOS RECUBIERTOS 80 mg,F-14803,LABORATORIO CHILE S.A
776,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VALAPLEX COMPRIMIDOS RECUBIERTOS 160 mg,F-14804,LABORATORIO CHILE S.A
777,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VALSARTÁN COMPRIMIDOS RECUBIERTOS  80 mg,F-22214,LABORATORIOS  EUROMED CHILE S.A.
778,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VALSARTÁN COMPRIMIDOS RECUBIERTOS 160 mg,F-22215,LABORATORIOS  EUROMED CHILE S.A.
779,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,DOSARA COMPRIMIDOS RECUBIERTOS 160 mg (VALSARTÁN),F-21657,LABORATORIOS ANDRÓMACO S.A.
780,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,DOSARA COMPRIMIDOS RECUBIERTOS 80 mg (VALSARTAN),F-21658,LABORATORIOS ANDRÓMACO S.A.
781,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VERALPRES COMPRIMIDOS RECUBIERTOS 160 mg,F-20147,LABORATORIOS EUROMED CHILE S.A.
782,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VERALPRES COMPRIMIDOS RECUBIERTOS 80 mg,F-20736,LABORATORIOS EUROMED CHILE S.A.
783,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,TAMCORE COMPRIMIDOS RECUBIERTOS 80 mg (VALSARTÁN),F-21251,SANOFI-AVENTIS DE CHILE S.A.
784,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,TAMCORE COMPRIMIDOS RECUBIERTOS 160 mg (VALSARTÁN),F-21267,SANOFI-AVENTIS DE CHILE S.A.
785,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,TAMCORE COMPRIMIDOS RECUBIERTOS 320 mg (VALSARTÁN),F-21266,SANOFI-AVENTIS DE CHILE S.A.
786,Hipertensión arterial,VALSARTÁN / HIDROCLOROTIAZIDA,Tareg D,Sanofi-Aventis ,"VALVITAE PLUS 80 /12,5 COMPRIMIDOS RECUBIERTOS",F-21640,GALENICUM HEALTH CHILE S.p.A.
787,Hipertensión arterial,VALSARTÁN / HIDROCLOROTIAZIDA,Tareg D,Sanofi-Aventis ,VALVITAE  PLUS 160 /25 COMPRIMIDOS RECUBIERTOS ,F-21641,GALENICUM HEALTH CHILE S.p.A.
788,Hipertensión arterial,VALSARTÁN / HIDROCLOROTIAZIDA,Tareg D,Sanofi-Aventis ,"VALVITAE PLUS 160 /12,5 COMPRIMIDOS RECUBIERTOS ",F-21717,GALENICUM HEALTH CHILE S.p.A.
789,Hipertensión arterial,VERAPAMILO,Isoptina,Abbott Laboratories,CARDIOLEN CÁPSULAS 80 mg,F-3292,INSTITUTO SANITAS S.A.
790,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer ,AMLODIPINO COMPRIMIDOS 10 mg,F-21804,ASCEND LABORATORIES SpA
791,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer ,LOMAKARE COMPRIMIDOS 10 mg,F-18378,ETEX FARMACÉUTICA LTDA.
792,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer ,LOMAKARE COMPRIMIDOS 5 mg,F-18379,ETEX FARMACÉUTICA LTDA.
793,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer ,AMPINO COMPRIMIDOS 10 mg,F-20379,LABORATORIOS SAVAL S.A.
794,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer ,AMPINO COMPRIMIDOS 5 mg,F-20381,LABORATORIOS SAVAL S.A.
795,Hipertensión arterial - insuficiencia cardíaca,BISOPROLOL,Concor,Merck,TENBILOL COMPRIMIDOS RECUBIERTOS 10 mg (BISOPROLOL FUMARATO),F-21789,SYNTHON CHILE LTDA.
796,Hipertensión arterial - insuficiencia cardíaca,BISOPROLOL,Concor,Merck,TENBILOL COMPRIMIDOS RECUBIERTOS 5 mg ( BISOPROLOL FUMARATO),F-21832,SYNTHON CHILE LTDA.
797,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,CILOKARE COMPRIMIDOS RECUBIERTOS 25 mg,F-18684,ETEX FARMACÉUTICA LTDA.
798,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,"CILOKARE COMPRIMIDOS RECUBIERTOS 12,5 mg",F-18683,ETEX FARMACÉUTICA LTDA.
799,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,"CILOKARE COMPRIMIDOS RECUBIERTOS 6,25 mg",F-18682,ETEX FARMACÉUTICA LTDA.
800,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,"BLOCAR COMPRIMIDOS 12,5 mg",F-12089,LABORATORIO BAGÓ DE CHILE S.A.
801,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,CARVEDILOL COMPRIMIDOS 25 mg,F-14404,LABORATORIO CHILE S.A.
802,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,LODIPRES COMPRIMIDOS 25 mg,F-4438,LABORATORIO CHILE S.A.
803,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,"BETAPLEX COMPRIMIDOS 12,5 mg",F-1960,LABORATORIOS LAFI LTDA.
804,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,"BETAPLEX COMPRIMIDOS 6,25 mg",F-7709,LABORATORIOS LAFI LTDA.
805,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,BETAPLEX COMPRIMIDOS 25 mg,F-1735,LABORATORIOS LAFI LTDA.
806,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,CARVEDILOL COMPRIMIDOS 25 mg,F-20386,MEDINOVA FARMA LTDA.
807,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,"CARVEDILOL COMPRIMIDOS 12,5 mg",F-20547,MEDINOVA FARMA LTDA.
808,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,CARVEDILOL COMPRIMIDOS 25 mg,F-18528,OPKO CHILE S.A.
809,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALTEN COMPRIMIDOS 5 mg,F-5454,EUROLAB LTDA.
810,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALTEN COMPRIMIDOS 10 mg,F-5452,EUROLAB LTDA.
811,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALTEN COMPRIMIDOS 20 mg,F-5453,EUROLAB LTDA.
812,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS 10 mg,F-10428,LABORATORIO MAVER S.A.
813,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS 20 mg,F-20637,LABORATORIOS ANDRÓMACO S.A.
814,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS RECUBIERTOS 10 mg,F-1896,LABORATORIOS ANDRÓMACO S.A.
815,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS 10 mg,F-9885,MINTLAB  CO. S.A.
816,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,DIOTENSIL COMPRIMIDOS 20 mg,F-13777,MINTLAB  CO. S.A.
817,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS 20 mg,F-9886,MINTLAB  CO. S.A.
818,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,DIOTENSIL COMPRIMIDOS 10 mg,F-13776,MINTLAB  CO. S.A.
819,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS 5 mg,F-9887,MINTLAB  CO. S.A.
820,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,DIOTENSIL COMPRIMIDOS 5 mg,F-13775,MINTLAB  CO. S.A.
821,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS 20 mg,F-19260,OPKO CHILE S.A.
822,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS  10 mg,F-18847,OPKO CHILE S.A.
823,Hiperuricemia (gota),ALOPURINOL,Zyloric,Glaxosmithkline ,ALOPURINOL COMPRIMIDOS 300 mg,F-15166,MINTLAB Co. S.A.
824,Hiperuricemia (gota),ALOPURINOL,Zyloric,Glaxosmithkline ,ALOPURINOL COMPRIMIDOS 100 mg,F-15164,MINTLAB Co. S.A.
825,Hipotiroidismo,LEVOTIROXINA,1.- Synthroid                               2.- Eutirox,1.- Abbott Laboratories                                        2.- Merck ,T4 - BAGÓ COMPRIMIDOS 150 mcg,F-13668,LABORATORIO BAGÓ DE CHILE S.A.
826,Hipotiroidismo,LEVOTIROXINA,1.- Synthroid                               2.- Eutirox,1.- Abbott Laboratories                                        2.- Merck ,T4 - BAGÓ COMPRIMIDOS 50 mcg,F-13669,LABORATORIO BAGÓ DE CHILE S.A.
827,Hipotiroidismo,LEVOTIROXINA,1.- Synthroid                               2.- Eutirox,1.- Abbott Laboratories                                        2.- Merck ,T4 - BAGÓ COMPRIMIDOS 75 mcg,F-17329,LABORATORIO BAGÓ DE CHILE S.A.
828,Hipotiroidismo,LEVOTIROXINA,1.- Synthroid                               2.- Eutirox,1.- Abbott Laboratories                                        2.- Merck ,T4 - BAGÓ COMPRIMIDOS 100 mcg,F-12799,LABORATORIO BAGÓ DE CHILE S.A.
829,Hipotiroidismo,LEVOTIROXINA,1.- Synthroid                               2.- Eutirox,1.- Abbott Laboratories                                        2.- Merck ,LEVOTIROXINA SÓDICA COMPRIMIDOS 100 mcg,F-3979,LABORATORIO CHILE S.A.
830,Inductor del sueño,ZOPICLONA,Imovane,Sanofi-Aventis ,"ZOMETIC COMPRIMIDOS RECUBIERTOS 7,5 mg",F-8783,CHEMOPHARMA  S.A.
831,Inductor del sueño,ZOPICLONA,Imovane,Sanofi-Aventis ,"ZOPICLONA COMPRIMIDOS RECUBIERTOS 7,5 mg",F-518,INTERPHARMA S.A.
832,Inductor del sueño,ZOPICLONA,Imovane,Sanofi-Aventis ,"NOCTIDEM COMPRIMIDOS RECUBIERTOS 7,5 mg",F-18327,INTERPHARMA S.A.
833,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox                 2.- Adormix,Sanofi-Aventis ,SOMNO COMPRIMIDOS RECUBIERTOS 10 mg,F-9806,EUROLAB LTDA.
834,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox                 2.- Adormix,Sanofi-Aventis ,SOMNO COMPRIMIDOS RECUBIERTOS 5 mg,F-9807,EUROLAB LTDA.
835,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox                 2.- Adormix,Sanofi-Aventis ,SOMNIPRON COMPRIMIDOS RECUBIERTOS 10 mg,F-9052,INSTITUTO SANITAS S.A.
836,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox                 2.- Adormix,Sanofi-Aventis ,DAMIXAN COMPRIMIDOS RECUBIERTOS 10 mg,F-21962,MEDIPHARM LTDA.
837,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox                 2.- Adormix,Sanofi-Aventis ,ZOLPIDEM TARTRATO COMPRIMIDOS RECUBIERTOS 10 mg,F-22218,PHARMAVITA S.A.
838,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox                 2.- Adormix,Sanofi-Aventis ,SOMNIL COMPRIMIDOS 10 mg,F-10360,TECNOFARMA S.A.
839,Insuficiencia Renal,SEVELAMER,Renvela,Genzyme,BRATESSE COMPRIMIDOS RECUBIERTOS 800 mg,F-21490,SYNTHON  CHILE LTDA.
840,Leucemia,IMATINIB,Glivec ,Novartis ,IMAVITAE COMPRIMIDOS RECUBIERTOS 100 mg,F-22416,GALENICUM HEALTH CHILE S.p.A.
841,Leucemia,IMATINIB,Glivec ,Novartis ,IMAVITAE COMPRIMIDOS RECUBIERTOS 400 mg,F-22415,GALENICUM HEALTH CHILE S.p.A.
842,Leucemia,IMATINIB,Glivec ,Novartis ,IMATINIB COMPRIMIDOS RECUBIERTOS 100 mg,F-20779,LABORATORIOS EUROMED CHILE S.A.
843,Leucemia,IMATINIB,Glivec ,Novartis ,IMATINIB COMPRIMIDOS RECUBIERTOS 400 mg,F-20961,LABORATORIOS EUROMED CHILE S.A.
844,Leucemia,IMATINIB,Glivec ,Novartis ,ZEITE COMPRIMIDOS RECUBIERTOS 400 mg,F-15844,LABORATORIOS RECALCINE S.A.
845,Leucemia,IMATINIB,Glivec ,Novartis ,ZEITE COMPRIMIDOS RECUBIERTOS 100 mg,F-16197,LABORATORIOS RECALCINE S.A.
846,Leucemia,IMATINIB,Glivec ,Novartis ,MEDIGEN CÁPSULAS 100 mg,F-22405,LABORATORIOS RECALCINE S.A.
847,Leucemia,IMATINIB,Glivec ,Novartis ,MATINAC COMPRIMIDOS RECUBIERTOS 400 mg,F-17092,PHARMA INVESTI DE CHILE S.A.
848,Leucemia,IMATINIB,Glivec ,Novartis ,IMATINIB COMPRIMIDOS RECUBIERTOS 400 mg,F-22372,PHARMATECH CHILE S.A.
849,Leucemia,IMATINIB,Glivec ,Novartis ,IMATINIB COMPRIMIDOS RECUBIERTOS 100 mg,F-22373,PHARMATECH CHILE S.A.
850,Leucemia,IMATINIB,Glivec ,Novartis ,KADIR CÁPSULAS 100 mg,F-20533,SYNTHON  CHILE LTDA.
851,Leucemia,IMATINIB,Glivec ,Novartis ,KADIR COMPRIMIDOS RECUBIERTOS 100 mg,F-20734,SYNTHON  CHILE LTDA.
852,Leucemia,IMATINIB,Glivec ,Novartis ,KADIR COMPRIMIDOS RECUBIERTOS 400 mg,F-20735,SYNTHON  CHILE LTDA.
853,Osteoporosis,ÁCIDO IBANDRÓNICO,Bonviva,Roche ,IBANOX COMPRIMIDOS RECUBIERTOS 150 mg,F-16880,LABORATORIO PASTEUR S.A.
854,Parkinson,LEVODOPA+BENSERAZIDA,Madopar,Roche ,MADOZIDE 200/50  COMPRIMIDOS,F-20560,LABORATORIO CHILE S.A
855,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim ,"BIOPSOL COMPRIMIDOS 0,25 mg",F-15028,LABORATORIOS RECALCINE S.A.
856,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim ,"PRAMIPEXOL DICLORHIDRATO MONOHIDRATO COMPRIMIDOS  0,25 mg",F-22013,MEDINOVA FARMA LTDA.
857,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim ,PRAMIPEXOL DICLORHIDRATO MONOHIDRATO COMPRIMIDOS 1 mg,F-22134,MEDINOVA FARMA LTDA.
858,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim ,"PRAMIPEXOL DICLORHIDRATO MONOHIDRATO COMPRIMIDOS 0,25 mg",F-18500,OPKO CHILE S.A.
859,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim ,PRAMIPEXOL DICLORHIDRATO MONOHIDRATO COMPRIMIDOS  1 mg,F-18501,OPKO CHILE S.A.
860,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim ,"MUVEND  COMPRIMIDOS  0,25 mg",F-17685,SYNTHON  CHILE LTDA.
861,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim ,"MUVEND COMPRIMIDOS 1,0 mg",F-17686,SYNTHON  CHILE LTDA.
862,Parkinson,RASAGILINA,Agilet,Laboratorio Chile,RANGAR COMPRIMIDOS 1 mg,F-20219,ASCEND LABORATORIES SpA
863,Parkinson,RASAGILINA,Agilet,Laboratorio Chile,PARZET COMPRIMIDOS 1 mg,F-21289,SYNTHON  CHILE LTDA.
864,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSIOMAX COMPRIMIDOS RECUBIERTOS 10 mg,F-9711,LABORATORIO BAGÓ DE CHILE S.A.
865,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSIOMAX COMPRIMIDOS RECUBIERTOS 5 mg,F-13568,LABORATORIO BAGÓ DE CHILE S.A.
866,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,CICLOBENZAPRINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 10 mg,F-14687,LABORATORIO CHILE S.A
867,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,MIO-RELAX COMPRIMIDOS RECUBIERTOS  10 mg,F-19589,LABORATORIOS EUROMED CHILE S.A.
868,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,MIO-RELAX COMPRIMIDOS RECUBIERTOS 5 mg,F-20019,LABORATORIOS EUROMED CHILE S.A.
869,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSODOX COMPRIMIDOS RECUBIERTOS 5 mg,F-15381,LABORATORIOS RECALCINE S.A.
870,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSODOX COMPRIMIDOS RECUBIERTOS 10 mg,F-11070,LABORATORIOS RECALCINE S.A.
871,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,NOSTADEN COMPRIMIDOS RECUBIERTOS 10 mg.,F-12150,MINTLAB  CO. S.A.
872,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,NOSTADEN COMPRIMIDOS RECUBIERTOS 5 mg.,F-17911,MINTLAB Co. S.A.
873,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis ,EQUORAL CÁPSULAS BLANDAS 100 mg,F-14878,LABORATORIO CHILE S.A.
874,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis ,EQUORAL CÁPSULAS BLANDAS 25 mg,F-14876,LABORATORIO CHILE S.A.
875,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis ,EQUORAL CÁPSULAS BLANDAS 50 mg,F-14877,LABORATORIO CHILE S.A.
876,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis ,EQUORAL SOLUCIÓN ORAL 100 mg/mL,F-14875,LABORATORIO CHILE S.A.
