,,"      Listado de productos Bioequivalentes, actualizado al 29 de Febrero de 2016                             ",,,,,
733,Esquizofrenia,OLANZAPINA,Zyprexa,Eli Lilly ,PSITAB  COMPRIMIDOS 10 mg,F-18499,SYNTHON  CHILE LTDA.
734,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis ,ELEM COMPRIMIDOS 10 mg,F-7543,LABORATORIOS ANDRÓMACO S.A.
735,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis ,RITALIN LA CÁPSULAS CON GRÁNULOS DE LIBERACION REPETIDA 10 mg,F-22153,NOVARTIS CHILE S.A.
736,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis ,RITALIN  LA CÁPSULAS CON GRÁNULOS DE LIBERACIÓN REPETIDA 40 mg,F-22155,NOVARTIS CHILE S.A.
737,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis ,RITALIN LA CÁPSULAS CON GRÁNULOS DE LIBERACIÓN REPETIDA 20 mg,F-22154,NOVARTIS CHILE S.A.
738,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis ,RITALIN LA CÁPSULAS CON GRÁNULOS DE LIBERACIÓN REPETIDA 30 mg,F-22156,NOVARTIS CHILE S.A.
739,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis ,NEBAPUL COMPRIMIDOS 10 mg,F-3001,PHARMA INVESTI DE CHILE S.A.
740,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis ,RUBIFEN COMPRIMIDOS 10 mg,F-8290,PHARMAVITA S.A.
741,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis ,RUBIFEN SR COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 20 mg,F-14593,PHARMAVITA S.A.
742,Hepatitis C,RIBAVIRINA,Copegus,Roche ,MODERIBA COMPRIMIDOS RECUBIERTOS 200 mg,F-21978,ABBVIE PRODUCTOS FARMACÉUTICOS LTDA.
743,Hiperplasia Prostática Benigna (HPB),FINASTERIDA,Proscar,Merck Sharp & Dohme ,FINASTERIDA COMPRIMIDOS RECUBIERTOS 5 mg,F-21444,ASCEND LABORATORIES SpA
744,Hiperplasia Prostática Benigna (HPB),FINASTERIDA,Proscar,Merck Sharp & Dohme ,SANIPROSTOL COMPRIMIDOS RECUBIERTOS 5 mg,F-8952,INSTITUTO SANITAS S.A.
745,Hiperplasia Prostática Benigna (HPB),FINASTERIDA,Proscar,Merck Sharp & Dohme ,VASTUS COMPRIMIDOS RECUBIERTOS 5 mg,F-18932,TECNOFARMA S.A.
746,Hipertensión arterial,ATENOLOL,Betacar ,Sanofi-Aventis ,ATENOLOL COMPRIMIDOS 50 mg,F-15201,LABORATORIOS ANDRÓMACO S.A.
747,Hipertensión arterial,ATENOLOL,Betacar ,Sanofi-Aventis ,ATENOLOL COMPRIMIDOS 50 mg,F-9870,MINTLAB  CO. S.A.
748,Hipertensión arterial,ATENOLOL,Betacar ,Sanofi-Aventis ,ATENOLOL COMPRIMIDOS 100 mg,F-9869,MINTLAB  CO. S.A.
749,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis ,IRBESARTAN COMPRIMIDOS RECUBIERTOS 300 mg,F-22363,BLUEPHARMA CHILE S.P.A.
750,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis ,IRBESARTAN COMPRIMIDOS RECUBIERTOS 150 mg,F-22364,BLUEPHARMA CHILE S.P.A.
751,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis ,IRBEVITAE COMPRIMIDOS RECUBIERTOS 150 mg (IRBESARTAN),F-21513,GALENICUM HEALTH CHILE S.p.A.
752,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis ,IRBEVITAE COMPRIMIDOS RECUBIERTOS 300 mg (IRBESARTAN),F-21514,GALENICUM HEALTH CHILE S.p.A.
753,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis ,IRTANA COMPRIMIDOS 300 mg,F-22350,LABORATORIOS  EUROMED CHILE S.A.
754,Hipertensión arterial,IRBESARTÁN / HIDROCLOROTIAZIDA,Coaprovel,Sanofi-Aventis ,"IRTANA H 150/12,5 COMPRIMIDOS",F-20632,LABORATORIOS EUROMED CHILE S.A.
755,Hipertensión arterial,IRBESARTÁN / HIDROCLOROTIAZIDA,Coaprovel,Sanofi-Aventis ,"IRTANA H 300/12,5 COMPRIMIDOS",F-20631,LABORATORIOS EUROMED CHILE S.A.
756,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-22000,ASCEND LABORATORIES S.p.A.
757,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTAN POTÁSICO COMPRIMIDOS RECUBIERTOS 100mg,F-21746,ASCEND LABORATORIES SpA
758,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-8741,CHEMOPHARMA  S.A.
759,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTAN POTÁSICO COMPRIMIDOS RECUBIERTOS 100 mg,F-20493,CHEMOPHARMA  S.A.
760,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,SANIPRESIN COMPRIMIDOS RECUBIERTOS 50 mg,F-9043,INSTITUTO SANITAS S.A.
761,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,SANIPRESIN FORTE COMPRIMIDOS RECUBIERTOS 100 mg ,F-20483,INSTITUTO SANITAS S.A.
762,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-13738,LABORATORIO CHILE S.A.
763,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,SIMPERTEN COMPRIMIDOS RECUBIERTOS 50 mg,F-8493,LABORATORIO CHILE S.A.
764,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 100 mg,F-17498,LABORATORIO CHILE S.A.
765,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,SIMPERTEN COMPRIMIDOS RECUBIERTOS 100 mg,F-16092,LABORATORIO CHILE S.A.
766,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,ARATAN COMPRIMIDOS RECUBIERTOS 50 mg,F-20666,LABORATORIOS ANDRÓMACO S.A.
767,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-20665,LABORATORIOS ANDRÓMACO S.A.
768,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,ARATAN COMPRIMIDOS RECUBIERTOS 100 mg,F-20899,LABORATORIOS ANDRÓMACO S.A.
769,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTAN POTÁSICO COMPRIMIDOS RECUBIERTOS 100 mg,F-20934,LABORATORIOS ANDRÓMACO S.A.
770,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-19885,LABORATORIOS EUROMED CHILE S.A.
771,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-20177,LABORATORIOS EUROMED CHILE S.A.
772,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,CORODIN COMPRIMIDOS RECUBIERTOS 50 mg,F-11043,LABORATORIOS LAFI LTDA.
773,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,CORODIN COMPRIMIDOS RECUBIERTOS 100 mg,F-12482,LABORATORIOS LAFI LTDA.
774,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-19752,MEDINOVA FARMA LTDA.
775,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,NOVSAR COMPRIMIDOS RECUBIERTOS 50 mg,F-19753,MEDINOVA FARMA LTDA.
776,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-14315,MINTLAB  CO. S.A.
777,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOPREN COMPRIMIDOS RECUBIERTOS 50 mg,F-14316,MINTLAB  CO. S.A.
778,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,CORSALUX COMPRIMIDOS RECUBIERTOS  50 mg,F-19513,NOVARTIS CHILE S.A.
779,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-17455,OPKO CHILE S.A.
780,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-18420,OPKO CHILE S.A.
781,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSAPRES COMPRIMIDOS RECUBIERTOS 50 mg (losartan),F-9991,PHARMA INVESTI DE CHILE S.A
782,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSAPRES 100 COMPRIMIDOS RECUBIERTOS 100 mg,F-13998,PHARMA INVESTI DE CHILE S.A.
783,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme ,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-15499,SYNTHON  CHILE LTDA.
784,Hipertensión arterial,METILDOPA,Aldomet,Aspen,METILDOPA COMPRIMIDOS RANURADOS 250 mg,F-2275,LABORATORIO CHILE S.A.
785,Hipertensión arterial,NEBIVOLOL,Nebilet,Labomed,ANFIBOL COMPRIMIDOS 5 mg,F-17006,LABORATORIOS RECALCINE S.A.
786,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZIDA,Olmetec Plus,Merck Sharp & Dohme ,"OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 20/12,5 COMPRIMIDOS RECUBIERTOS",F-22092,ASCEND LABORATORIES SpA
787,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZIDA,Olmetec Plus,Merck Sharp & Dohme ,OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 40/25 COMPRIMIDOS RECUBIERTOS,F-22093,ASCEND LABORATORIES SpA
788,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZIDA,Olmetec Plus,Merck Sharp & Dohme ,"OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 40/12,5 COMPRIMIDOS RECUBIERTOS",F-22094,ASCEND LABORATORIES SpA
789,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZIDA,Olmetec Plus,Merck Sharp & Dohme ,OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 40/25 COMPRIMIDOS RECUBIERTOS,F-22091,EUROMED CHILE S.A.
790,Hipertensión arterial,PROPRANOLOL,Inderal,Astrazeneca ,PROPRANOLOL CLORHIDRATO COMPRIMIDOS 40 mg,F-3440,MINTLAB  CO. S.A.
791,Hipertensión arterial,PROPRANOLOL,Inderal,Astrazeneca ,PROPRANOLOL CLORHIDRATO COMPRIMIDOS 10 mg,F-13795,MINTLAB Co. S.A.
792,Hipertensión arterial,TELMISARTÁN,Micardis,Boehringer Ingelheim ,TELMEREN COMPRIMIDOS RECUBIERTOS 80 mg,F-21082,NOVARTIS CHILE S.A.
793,Hipertensión arterial,TELMISARTÁN,Micardis,Boehringer Ingelheim ,TELMEREN COMPRIMIDOS   40 mg,F-21178,NOVARTIS CHILE S.A.
794,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,ALSARKARE COMPRIMIDOS RECUBIERTOS 320 mg,F-19192,ETEX FARMACÉUTICA LTDA.
795,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,ALSARKARE COMPRIMIDOS RECUBIERTOS 160 mg,F-19191,ETEX FARMACÉUTICA LTDA.
796,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,ALSARKARE COMPRIMIDOS RECUBIERTOS 80 mg,F-19190,ETEX FARMACÉUTICA LTDA.
797,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VALSARTÁN COMPRIMIDOS RECUBIERTOS 320 mg,F-22027,EUROMED CHILE S.A.
798,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VALVITAE COMPRIMIDOS RECUBIERTOS 80 mg,F-21231,GALENICUM HEALTH CHILE S.p.A.
799,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VALVITAE COMPRIMIDOS RECUBIERTOS 160 mg,F-21232,GALENICUM HEALTH CHILE S.p.A.
800,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VALAPLEX COMPRIMIDOS RECUBIERTOS 80 mg,F-14803,LABORATORIO CHILE S.A
801,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VALAPLEX COMPRIMIDOS RECUBIERTOS 160 mg,F-14804,LABORATORIO CHILE S.A
802,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VALSARTÁN COMPRIMIDOS RECUBIERTOS  80 mg,F-22214,LABORATORIOS  EUROMED CHILE S.A.
803,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VALSARTÁN COMPRIMIDOS RECUBIERTOS 160 mg,F-22215,LABORATORIOS  EUROMED CHILE S.A.
804,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,DOSARA COMPRIMIDOS RECUBIERTOS 160 mg (VALSARTÁN),F-21657,LABORATORIOS ANDRÓMACO S.A.
805,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,DOSARA COMPRIMIDOS RECUBIERTOS 80 mg (VALSARTAN),F-21658,LABORATORIOS ANDRÓMACO S.A.
806,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VERALPRES COMPRIMIDOS RECUBIERTOS 160 mg,F-20147,LABORATORIOS EUROMED CHILE S.A.
807,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,VERALPRES COMPRIMIDOS RECUBIERTOS 80 mg,F-20736,LABORATORIOS EUROMED CHILE S.A.
808,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,TAMCORE COMPRIMIDOS RECUBIERTOS 80 mg (VALSARTÁN),F-21251,SANOFI-AVENTIS DE CHILE S.A.
809,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,TAMCORE COMPRIMIDOS RECUBIERTOS 160 mg (VALSARTÁN),F-21267,SANOFI-AVENTIS DE CHILE S.A.
810,Hipertensión arterial,VALSARTÁN,Tareg,Novartis ,TAMCORE COMPRIMIDOS RECUBIERTOS 320 mg (VALSARTÁN),F-21266,SANOFI-AVENTIS DE CHILE S.A.
811,Hipertensión arterial,VALSARTÁN / HIDROCLOROTIAZIDA,Tareg D,Sanofi-Aventis ,"VALVITAE PLUS 80 /12,5 COMPRIMIDOS RECUBIERTOS",F-21640,GALENICUM HEALTH CHILE S.p.A.
812,Hipertensión arterial,VALSARTÁN / HIDROCLOROTIAZIDA,Tareg D,Sanofi-Aventis ,VALVITAE  PLUS 160 /25 COMPRIMIDOS RECUBIERTOS ,F-21641,GALENICUM HEALTH CHILE S.p.A.
813,Hipertensión arterial,VALSARTÁN / HIDROCLOROTIAZIDA,Tareg D,Sanofi-Aventis ,"VALVITAE PLUS 160 /12,5 COMPRIMIDOS RECUBIERTOS ",F-21717,GALENICUM HEALTH CHILE S.p.A.
814,Hipertensión arterial,VERAPAMILO,Isoptina,Abbott Laboratories,CARDIOLEN CÁPSULAS 80 mg,F-3292,INSTITUTO SANITAS S.A.
815,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer ,AMLODIPINO COMPRIMIDOS 10 mg,F-21804,ASCEND LABORATORIES SpA
816,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer ,LOMAKARE COMPRIMIDOS 10 mg,F-18378,ETEX FARMACÉUTICA LTDA.
817,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer ,LOMAKARE COMPRIMIDOS 5 mg,F-18379,ETEX FARMACÉUTICA LTDA.
818,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer ,AMPINO COMPRIMIDOS 10 mg,F-20379,LABORATORIOS SAVAL S.A.
819,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer ,AMPINO COMPRIMIDOS 5 mg,F-20381,LABORATORIOS SAVAL S.A.
820,Hipertensión arterial - insuficiencia cardíaca,BISOPROLOL,Concor,Merck,TENBILOL COMPRIMIDOS RECUBIERTOS 10 mg (BISOPROLOL FUMARATO),F-21789,SYNTHON CHILE LTDA.
821,Hipertensión arterial - insuficiencia cardíaca,BISOPROLOL,Concor,Merck,TENBILOL COMPRIMIDOS RECUBIERTOS 5 mg ( BISOPROLOL FUMARATO),F-21832,SYNTHON CHILE LTDA.
822,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,CILOKARE COMPRIMIDOS RECUBIERTOS 25 mg,F-18684,ETEX FARMACÉUTICA LTDA.
823,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,"CILOKARE COMPRIMIDOS RECUBIERTOS 12,5 mg",F-18683,ETEX FARMACÉUTICA LTDA.
824,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,"CILOKARE COMPRIMIDOS RECUBIERTOS 6,25 mg",F-18682,ETEX FARMACÉUTICA LTDA.
825,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,"BLOCAR COMPRIMIDOS 12,5 mg",F-12089,LABORATORIO BAGÓ DE CHILE S.A.
826,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,"LODIPRES COMPRIMIDOS 12,5 mg",F-10111,LABORATORIO CHILE S.A
827,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,"CARVEDILOL COMPRIMIDOS 12,5 mg",F-17855,LABORATORIO CHILE S.A
828,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,LODIPRES COMPRIMIDOS 25 mg,F-4438,LABORATORIO CHILE S.A.
829,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,CARVEDILOL COMPRIMIDOS 25 mg,F-14404,LABORATORIO CHILE S.A.
830,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,"BETAPLEX COMPRIMIDOS 12,5 mg",F-1960,LABORATORIOS LAFI LTDA.
831,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,"BETAPLEX COMPRIMIDOS 6,25 mg",F-7709,LABORATORIOS LAFI LTDA.
832,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,BETAPLEX COMPRIMIDOS 25 mg,F-1735,LABORATORIOS LAFI LTDA.
833,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,CARVEDILOL COMPRIMIDOS 25 mg,F-20386,MEDINOVA FARMA LTDA.
834,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,"CARVEDILOL COMPRIMIDOS 12,5 mg",F-20547,MEDINOVA FARMA LTDA.
835,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche ,CARVEDILOL COMPRIMIDOS 25 mg,F-18528,OPKO CHILE S.A.
836,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALTEN COMPRIMIDOS 5 mg,F-5454,EUROLAB LTDA.
837,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALTEN COMPRIMIDOS 10 mg,F-5452,EUROLAB LTDA.
838,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALTEN COMPRIMIDOS 20 mg,F-5453,EUROLAB LTDA.
839,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS 10 mg,F-10428,LABORATORIO MAVER S.A.
840,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS 20 mg,F-20637,LABORATORIOS ANDRÓMACO S.A.
841,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS RECUBIERTOS 10 mg,F-1896,LABORATORIOS ANDRÓMACO S.A.
842,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS 10 mg,F-9885,MINTLAB  CO. S.A.
843,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,DIOTENSIL COMPRIMIDOS 20 mg,F-13777,MINTLAB  CO. S.A.
844,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS 20 mg,F-9886,MINTLAB  CO. S.A.
845,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,DIOTENSIL COMPRIMIDOS 10 mg,F-13776,MINTLAB  CO. S.A.
846,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS 5 mg,F-9887,MINTLAB  CO. S.A.
847,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,DIOTENSIL COMPRIMIDOS 5 mg,F-13775,MINTLAB  CO. S.A.
848,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS 20 mg,F-19260,OPKO CHILE S.A.
849,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme ,ENALAPRIL MALEATO COMPRIMIDOS  10 mg,F-18847,OPKO CHILE S.A.
850,Hiperuricemia (gota),ALOPURINOL,Zyloric,Glaxosmithkline ,ALOPURINOL COMPRIMIDOS 300 mg,F-15166,MINTLAB Co. S.A.
851,Hiperuricemia (gota),ALOPURINOL,Zyloric,Glaxosmithkline ,ALOPURINOL COMPRIMIDOS 100 mg,F-15164,MINTLAB Co. S.A.
852,Hipotiroidismo,LEVOTIROXINA,1.- Synthroid                               2.- Eutirox,1.- Abbott Laboratories                                        2.- Merck ,T4 - BAGÓ COMPRIMIDOS 150 mcg,F-13668,LABORATORIO BAGÓ DE CHILE S.A.
853,Hipotiroidismo,LEVOTIROXINA,1.- Synthroid                               2.- Eutirox,1.- Abbott Laboratories                                        2.- Merck ,T4 - BAGÓ COMPRIMIDOS 50 mcg,F-13669,LABORATORIO BAGÓ DE CHILE S.A.
854,Hipotiroidismo,LEVOTIROXINA,1.- Synthroid                               2.- Eutirox,1.- Abbott Laboratories                                        2.- Merck ,T4 - BAGÓ COMPRIMIDOS 75 mcg,F-17329,LABORATORIO BAGÓ DE CHILE S.A.
855,Hipotiroidismo,LEVOTIROXINA,1.- Synthroid                               2.- Eutirox,1.- Abbott Laboratories                                        2.- Merck ,T4 - BAGÓ COMPRIMIDOS 100 mcg,F-12799,LABORATORIO BAGÓ DE CHILE S.A.
856,Hipotiroidismo,LEVOTIROXINA,1.- Synthroid                               2.- Eutirox,1.- Abbott Laboratories                                        2.- Merck ,LEVOTIROXINA SÓDICA COMPRIMIDOS 100 mcg,F-3979,LABORATORIO CHILE S.A.
857,Inductor del sueño,ZOPICLONA,Imovane,Sanofi-Aventis ,"ZOMETIC COMPRIMIDOS RECUBIERTOS 7,5 mg",F-8783,CHEMOPHARMA  S.A.
858,Inductor del sueño,ZOPICLONA,Imovane,Sanofi-Aventis ,"ZOPICLONA COMPRIMIDOS RECUBIERTOS 7,5 mg",F-518,INTERPHARMA S.A.
859,Inductor del sueño,ZOPICLONA,Imovane,Sanofi-Aventis ,"NOCTIDEM COMPRIMIDOS RECUBIERTOS 7,5 mg",F-18327,INTERPHARMA S.A.
860,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox                 2.- Adormix,Sanofi-Aventis ,SOMNO COMPRIMIDOS RECUBIERTOS 10 mg,F-9806,EUROLAB LTDA.
861,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox                 2.- Adormix,Sanofi-Aventis ,SOMNO COMPRIMIDOS RECUBIERTOS 5 mg,F-9807,EUROLAB LTDA.
862,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox                 2.- Adormix,Sanofi-Aventis ,SOMNIPRON COMPRIMIDOS RECUBIERTOS 10 mg,F-9052,INSTITUTO SANITAS S.A.
863,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox                 2.- Adormix,Sanofi-Aventis ,DAMIXAN COMPRIMIDOS RECUBIERTOS 10 mg,F-21962,MEDIPHARM LTDA.
864,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox                 2.- Adormix,Sanofi-Aventis ,ZOLPIDEM TARTRATO COMPRIMIDOS RECUBIERTOS 10 mg,F-22218,PHARMAVITA S.A.
865,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox                 2.- Adormix,Sanofi-Aventis ,SOMNIL COMPRIMIDOS 10 mg,F-10360,TECNOFARMA S.A.
866,Insuficiencia Renal,SEVELAMER,Renvela,Genzyme,BRATESSE COMPRIMIDOS RECUBIERTOS 800 mg,F-21490,SYNTHON  CHILE LTDA.
867,Leucemia,IMATINIB,Glivec ,Novartis ,IMAVITAE COMPRIMIDOS RECUBIERTOS 100 mg,F-22416,GALENICUM HEALTH CHILE S.p.A.
868,Leucemia,IMATINIB,Glivec ,Novartis ,IMAVITAE COMPRIMIDOS RECUBIERTOS 400 mg,F-22415,GALENICUM HEALTH CHILE S.p.A.
869,Leucemia,IMATINIB,Glivec ,Novartis ,IMATINIB COMPRIMIDOS RECUBIERTOS 100 mg,F-20779,LABORATORIOS EUROMED CHILE S.A.
870,Leucemia,IMATINIB,Glivec ,Novartis ,IMATINIB COMPRIMIDOS RECUBIERTOS 400 mg,F-20961,LABORATORIOS EUROMED CHILE S.A.
871,Leucemia,IMATINIB,Glivec ,Novartis ,ZEITE COMPRIMIDOS RECUBIERTOS 400 mg,F-15844,LABORATORIOS RECALCINE S.A.
872,Leucemia,IMATINIB,Glivec ,Novartis ,ZEITE COMPRIMIDOS RECUBIERTOS 100 mg,F-16197,LABORATORIOS RECALCINE S.A.
873,Leucemia,IMATINIB,Glivec ,Novartis ,MEDIGEN CÁPSULAS 100 mg,F-22405,LABORATORIOS RECALCINE S.A.
874,Leucemia,IMATINIB,Glivec ,Novartis ,MATINAC COMPRIMIDOS RECUBIERTOS 400 mg,F-17092,PHARMA INVESTI DE CHILE S.A.
