"Listado de productos Bioequivalentes, actualizado al 31 de Diciembre de 2015",,,,,,,
N°,Uso / Tratamiento,Principio Activo,Producto de referencia,Titular,Producto,Registro,Titular
737,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,ALSARKARE COMPRIMIDOS RECUBIERTOS 320 mg,F-19192,ETEX FARMACÉUTICA LTDA.
738,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,ALSARKARE COMPRIMIDOS RECUBIERTOS 160 mg,F-19191,ETEX FARMACÉUTICA LTDA.
739,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,ALSARKARE COMPRIMIDOS RECUBIERTOS 80 mg,F-19190,ETEX FARMACÉUTICA LTDA.
740,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VALSARTÁN COMPRIMIDOS RECUBIERTOS 320 mg,F-22027,EUROMED CHILE S.A.
741,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VALVITAE COMPRIMIDOS RECUBIERTOS 80 mg,F-21231,GALENICUM HEALTH CHILE S.p.A.
742,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VALVITAE COMPRIMIDOS RECUBIERTOS 160 mg,F-21232,GALENICUM HEALTH CHILE S.p.A.
743,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VALAPLEX COMPRIMIDOS RECUBIERTOS 80 mg,F-14803,LABORATORIO CHILE S.A
744,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VALAPLEX COMPRIMIDOS RECUBIERTOS 160 mg,F-14804,LABORATORIO CHILE S.A
745,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VALSARTÁN COMPRIMIDOS RECUBIERTOS 80 mg,F-22214,LABORATORIOS  EUROMED CHILE S.A.
746,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VALSARTÁN COMPRIMIDOS RECUBIERTOS 160 mg,F-22215,LABORATORIOS  EUROMED CHILE S.A.
747,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,DOSARA COMPRIMIDOS RECUBIERTOS 160 mg (VALSARTÁN),F-21657,LABORATORIOS ANDRÓMACO S.A.
748,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,DOSARA COMPRIMIDOS RECUBIERTOS 80 mg (VALSARTAN),F-21658,LABORATORIOS ANDRÓMACO S.A.
749,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VERALPRES COMPRIMIDOS RECUBIERTOS 160 mg,F-20147,LABORATORIOS EUROMED CHILE S.A.
750,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VERALPRES COMPRIMIDOS RECUBIERTOS 80 mg,F-20736,LABORATORIOS EUROMED CHILE S.A.
751,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,TAMCORE COMPRIMIDOS RECUBIERTOS 80 mg (VALSARTÁN),F-21251,SANOFI-AVENTIS DE CHILE S.A.
752,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,TAMCORE COMPRIMIDOS RECUBIERTOS 160 mg (VALSARTÁN),F-21267,SANOFI-AVENTIS DE CHILE S.A.
753,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,TAMCORE COMPRIMIDOS RECUBIERTOS 320 mg (VALSARTÁN),F-21266,SANOFI-AVENTIS DE CHILE S.A.
754,Hipertensión arterial,VALSARTÁN / HIDROCLOROTIAZIDA,Tareg D,Sanofi-Aventis,"VALVITAE PLUS 80 /12,5 COMPRIMIDOS RECUBIERTOS",F-21640,GALENICUM HEALTH CHILE S.p.A.
755,Hipertensión arterial,VALSARTÁN / HIDROCLOROTIAZIDA,Tareg D,Sanofi-Aventis,VALVITAE PLUS 160 /25 COMPRIMIDOS RECUBIERTOS,F-21641,GALENICUM HEALTH CHILE S.p.A.
756,Hipertensión arterial,VALSARTÁN / HIDROCLOROTIAZIDA,Tareg D,Sanofi-Aventis,"VALVITAE PLUS 160 /12,5 COMPRIMIDOS RECUBIERTOS",F-21717,GALENICUM HEALTH CHILE S.p.A.
757,Hipertensión arterial,VERAPAMILO,Isoptina,Abbott Laboratories,CARDIOLEN CÁPSULAS 80 mg,F-3292,INSTITUTO SANITAS S.A.
758,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer,LOMAKARE COMPRIMIDOS 10 mg,F-18378,ETEX FARMACÉUTICA LTDA.
759,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer,LOMAKARE COMPRIMIDOS 5 mg,F-18379,ETEX FARMACÉUTICA LTDA.
760,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer,AMPINO COMPRIMIDOS 10 mg,F-20379,LABORATORIOS SAVAL S.A.
761,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer,AMPINO COMPRIMIDOS 5 mg,F-20381,LABORATORIOS SAVAL S.A.
762,Hipertensión arterial - insuficiencia cardíaca,BISOPROLOL,Concor,Merck,TENBILOL COMPRIMIDOS RECUBIERTOS 10 mg (BISOPROLOL FUMARATO),F-21789,SYNTHON CHILE LTDA.
763,Hipertensión arterial - insuficiencia cardíaca,BISOPROLOL,Concor,Merck,TENBILOL COMPRIMIDOS RECUBIERTOS 5 mg ( BISOPROLOL FUMARATO),F-21832,SYNTHON CHILE LTDA.
764,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche,CILOKARE COMPRIMIDOS RECUBIERTOS 25 mg,F-18684,ETEX FARMACÉUTICA LTDA.
765,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche,"CILOKARE COMPRIMIDOS RECUBIERTOS 12,5 mg",F-18683,ETEX FARMACÉUTICA LTDA.
766,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche,"CILOKARE COMPRIMIDOS RECUBIERTOS 6,25 mg",F-18682,ETEX FARMACÉUTICA LTDA.
767,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche,"BLOCAR COMPRIMIDOS 12,5 mg",F-12089,LABORATORIO BAGÓ DE CHILE S.A.
768,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche,"BETAPLEX COMPRIMIDOS 12,5 mg",F-1960,LABORATORIOS LAFI LTDA.
769,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche,"BETAPLEX COMPRIMIDOS 6,25 mg",F-7709,LABORATORIOS LAFI LTDA.
770,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche,BETAPLEX COMPRIMIDOS 25 mg,F-1735,LABORATORIOS LAFI LTDA.
771,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche,CARVEDILOL COMPRIMIDOS 25 mg,F-20386,MEDINOVA FARMA LTDA.
772,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche,"CARVEDILOL COMPRIMIDOS 12,5 mg",F-20547,MEDINOVA FARMA LTDA.
773,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche,CARVEDILOL COMPRIMIDOS 25 mg,F-18528,OPKO CHILE S.A.
774,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALTEN COMPRIMIDOS 5 mg,F-5454,EUROLAB LTDA.
775,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALTEN COMPRIMIDOS 10 mg,F-5452,EUROLAB LTDA.
776,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALTEN COMPRIMIDOS 20 mg,F-5453,EUROLAB LTDA.
777,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS 10 mg,F-10428,LABORATORIO MAVER S.A.
778,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS 20 mg,F-20637,LABORATORIOS ANDRÓMACO S.A.
779,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS RECUBIERTOS 10 mg,F-1896,LABORATORIOS ANDRÓMACO S.A.
780,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS 10 mg,F-9885,MINTLAB CO. S.A.
781,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,DIOTENSIL COMPRIMIDOS 20 mg,F-13777,MINTLAB CO. S.A.
782,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS 20 mg,F-9886,MINTLAB CO. S.A.
783,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,DIOTENSIL COMPRIMIDOS 10 mg,F-13776,MINTLAB CO. S.A.
784,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS 5 mg,F-9887,MINTLAB CO. S.A.
785,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,DIOTENSIL COMPRIMIDOS 5 mg,F-13775,MINTLAB CO. S.A.
786,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS 20 mg,F-19260,OPKO CHILE S.A.
787,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS 10 mg,F-18847,OPKO CHILE S.A.
788,Hiperuricemia (gota),ALOPURINOL,Zyloric,Glaxosmithkline,ALOPURINOL COMPRIMIDOS 300 mg,F-15166,MINTLAB Co. S.A.
789,Hiperuricemia (gota),ALOPURINOL,Zyloric,Glaxosmithkline,ALOPURINOL COMPRIMIDOS 100 mg,F-15164,MINTLAB Co. S.A.
790,Hipotiroidismo,LEVOTIROXINA,1.- Synthroid 2.- Eutirox,1.- Abbott Laboratories 2.- Merck,T4 - BAGÓ COMPRIMIDOS 150 mcg,F-13668,LABORATORIO BAGÓ DE CHILE S.A.
791,Hipotiroidismo,LEVOTIROXINA,1.- Synthroid 2.- Eutirox,1.- Abbott Laboratories 2.- Merck,T4 - BAGÓ COMPRIMIDOS 50 mcg,F-13669,LABORATORIO BAGÓ DE CHILE S.A.
792,Hipotiroidismo,LEVOTIROXINA,1.- Synthroid 2.- Eutirox,1.- Abbott Laboratories 2.- Merck,T4 - BAGÓ COMPRIMIDOS 75 mcg,F-17329,LABORATORIO BAGÓ DE CHILE S.A.
793,Hipotiroidismo,LEVOTIROXINA,1.- Synthroid 2.- Eutirox,1.- Abbott Laboratories 2.- Merck,T4 - BAGÓ COMPRIMIDOS 100 mcg,F-12799,LABORATORIO BAGÓ DE CHILE S.A.
794,Hipotiroidismo,LEVOTIROXINA,1.- Synthroid 2.- Eutirox,1.- Abbott Laboratories 2.- Merck,LEVOTIROXINA SÓDICA COMPRIMIDOS 100 mcg,F-3979,LABORATORIO CHILE S.A.
795,Inductor del sueño,ZOPICLONA,Imovane,Sanofi-Aventis,"ZOMETIC COMPRIMIDOS RECUBIERTOS 7,5 mg",F-8783,CHEMOPHARMA S.A.
796,Inductor del sueño,ZOPICLONA,Imovane,Sanofi-Aventis,"ZOPICLONA COMPRIMIDOS RECUBIERTOS 7,5 mg",F-518,INTERPHARMA S.A.
797,Inductor del sueño,ZOPICLONA,Imovane,Sanofi-Aventis,"NOCTIDEM COMPRIMIDOS RECUBIERTOS 7,5 mg",F-18327,INTERPHARMA S.A.
798,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox 2.- Adormix,Sanofi-Aventis,SOMNO COMPRIMIDOS RECUBIERTOS 10 mg,F-9806,EUROLAB LTDA.
799,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox 2.- Adormix,Sanofi-Aventis,SOMNO COMPRIMIDOS RECUBIERTOS 5 mg,F-9807,EUROLAB LTDA.
800,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox 2.- Adormix,Sanofi-Aventis,SOMNIPRON COMPRIMIDOS RECUBIERTOS 10 mg,F-9052,INSTITUTO SANITAS S.A.
801,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox 2.- Adormix,Sanofi-Aventis,DAMIXAN COMPRIMIDOS RECUBIERTOS 10 mg,F-21962,MEDIPHARM LTDA.
802,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox 2.- Adormix,Sanofi-Aventis,ZOLPIDEM TARTRATO COMPRIMIDOS RECUBIERTOS 10 mg,F-22218,PHARMAVITA S.A.
803,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox 2.- Adormix,Sanofi-Aventis,SOMNIL COMPRIMIDOS 10 mg,F-10360,TECNOFARMA S.A.
804,Insuficiencia Renal,SEVELAMER,Renvela,Genzyme,BRATESSE COMPRIMIDOS RECUBIERTOS 800 mg,F-21490,SYNTHON  CHILE LTDA.
805,Leucemia,IMATINIB,Glivec,Novartis,IMATINIB COMPRIMIDOS RECUBIERTOS 100 mg,F-20779,LABORATORIOS EUROMED CHILE S.A.
806,Leucemia,IMATINIB,Glivec,Novartis,IMATINIB COMPRIMIDOS RECUBIERTOS 400 mg,F-20961,LABORATORIOS EUROMED CHILE S.A.
807,Leucemia,IMATINIB,Glivec,Novartis,ZEITE COMPRIMIDOS RECUBIERTOS 400 mg,F-15844,LABORATORIOS RECALCINE S.A.
808,Leucemia,IMATINIB,Glivec,Novartis,ZEITE COMPRIMIDOS RECUBIERTOS 100 mg,F-16197,LABORATORIOS RECALCINE S.A.
809,Leucemia,IMATINIB,Glivec,Novartis,MATINAC COMPRIMIDOS RECUBIERTOS 400 mg,F-17092,PHARMA INVESTI DE CHILE S.A.
810,Leucemia,IMATINIB,Glivec,Novartis,IMATINIB COMPRIMIDOS RECUBIERTOS 400 mg,F-22372,PHARMATECH CHILE S.A.
811,Leucemia,IMATINIB,Glivec,Novartis,IMATINIB COMPRIMIDOS RECUBIERTOS 100 mg,F-22373,PHARMATECH CHILE S.A.
812,Leucemia,IMATINIB,Glivec,Novartis,KADIR CÁPSULAS 100 mg,F-20533,SYNTHON  CHILE LTDA.
813,Leucemia,IMATINIB,Glivec,Novartis,KADIR COMPRIMIDOS RECUBIERTOS 100 mg,F-20734,SYNTHON  CHILE LTDA.
814,Leucemia,IMATINIB,Glivec,Novartis,KADIR COMPRIMIDOS RECUBIERTOS 400 mg,F-20735,SYNTHON  CHILE LTDA.
815,Osteoporosis,ÁCIDO IBANDRÓNICO,Bonviva,Roche,IBANOX COMPRIMIDOS RECUBIERTOS 150 mg,F-16880,LABORATORIO PASTEUR S.A.
816,Parkinson,LEVODOPA+BENSERAZIDA,Madopar,Roche,MADOZIDE 200/50 COMPRIMIDOS,F-20560,LABORATORIO CHILE S.A
817,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim,"BIOPSOL COMPRIMIDOS 0,25 mg",F-15028,LABORATORIOS RECALCINE S.A.
818,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim,"PRAMIPEXOL DICLORHIDRATO MONOHIDRATO COMPRIMIDOS 0,25 mg",F-22013,MEDINOVA FARMA LTDA.
819,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim,PRAMIPEXOL DICLORHIDRATO MONOHIDRATO COMPRIMIDOS 1 mg,F-22134,MEDINOVA FARMA LTDA.
820,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim,"PRAMIPEXOL DICLORHIDRATO MONOHIDRATO COMPRIMIDOS 0,25 mg",F-18500,OPKO CHILE S.A.
821,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim,PRAMIPEXOL DICLORHIDRATO MONOHIDRATO COMPRIMIDOS 1 mg,F-18501,OPKO CHILE S.A.
822,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim,"MUVEND COMPRIMIDOS 0,25 mg",F-17685,SYNTHON  CHILE LTDA.
823,Parkinson,PRAMIPEXOL,Sifrol,Boehringer Ingelheim,"MUVEND COMPRIMIDOS 1,0 mg",F-17686,SYNTHON  CHILE LTDA.
824,Parkinson,RASAGILINA,Agilet,Laboratorio Chile,RANGAR COMPRIMIDOS 1 mg,F-20219,ASCEND LABORATORIES SpA
825,Parkinson,RASAGILINA,Agilet,Laboratorio Chile,PARZET COMPRIMIDOS 1 mg,F-21289,SYNTHON  CHILE LTDA.
826,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSIOMAX COMPRIMIDOS RECUBIERTOS 10 mg,F-9711,LABORATORIO BAGÓ DE CHILE S.A.
827,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSIOMAX COMPRIMIDOS RECUBIERTOS 5 mg,F-13568,LABORATORIO BAGÓ DE CHILE S.A.
828,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,CICLOBENZAPRINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 10 mg,F-14687,LABORATORIO CHILE S.A
829,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,MIO-RELAX COMPRIMIDOS RECUBIERTOS 10 mg,F-19589,LABORATORIOS EUROMED CHILE S.A.
830,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,MIO-RELAX COMPRIMIDOS RECUBIERTOS 5 mg,F-20019,LABORATORIOS EUROMED CHILE S.A.
831,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSODOX COMPRIMIDOS RECUBIERTOS 5 mg,F-15381,LABORATORIOS RECALCINE S.A.
832,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,TENSODOX COMPRIMIDOS RECUBIERTOS 10 mg,F-11070,LABORATORIOS RECALCINE S.A.
833,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,NOSTADEN COMPRIMIDOS RECUBIERTOS 10 mg.,F-12150,MINTLAB CO. S.A.
834,Relajante muscular,CICLOBENZAPRINA,Flexeril,Janseen R & D,NOSTADEN COMPRIMIDOS RECUBIERTOS 5 mg.,F-17911,MINTLAB Co. S.A.
835,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis,EQUORAL CÁPSULAS BLANDAS 100 mg,F-14878,LABORATORIO CHILE S.A.
836,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis,EQUORAL CÁPSULAS BLANDAS 25 mg,F-14876,LABORATORIO CHILE S.A.
837,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis,EQUORAL CÁPSULAS BLANDAS 50 mg,F-14877,LABORATORIO CHILE S.A.
838,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis,EQUORAL SOLUCIÓN ORAL 100 mg/mL,F-14875,LABORATORIO CHILE S.A.
839,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis,SIGMASPORIN MICRORAL CÁPSULAS BLANDAS 100 mg,F-15789,LIBRA CHILE S.A.
840,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis,SIGMASPORIN MICRORAL CÁPSULAS BLANDAS 25 mg,F-15787,LIBRA CHILE S.A.
841,Trasplante de órganos,CICLOSPORINA,Sandimmun,Novartis,SIGMASPORIN MICRORAL CÁPSULAS BLANDAS 50 mg,F-15788,LIBRA CHILE S.A.
842,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,INMUFEN COMPRIMIDOS RECUBIERTOS 500 mg,F-19749,ASCEND LABORATORIES SpA
843,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,INMUFEN CÁPSULAS 250 mg,F-20109,ASCEND LABORATORIES SpA
844,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,"MICOFENOLATO MOFETILO COMPRIMIDOS RECUBIERTOS
500 mg",F-20114,ASCEND LABORATORIES SpA
845,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,MICOFENOLATO MOFETILO CÁPSULAS 250 mg,F-20388,ASCEND LABORATORIES SpA
846,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,SUPRIMUN COMPRIMIDOS RECUBIERTOS 500 mg,F-15308,ETEX FARMACÉUTICA LTDA.
847,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,SUPRIMUN CÁPSULAS 250 mg,F-15309,ETEX FARMACÉUTICA LTDA.
848,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,MICOFENOLATO MOFETILO CÁPSULAS 250 mg,F-18230,LABORATORIO CHILE S.A.
849,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,"MICOFENOLATO MOFETILO COMPRIMIDOS RECUBIERTOS
500 mg",F-18229,LABORATORIO CHILE S.A.
850,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,"MICOFENOLATO MOFETILO COMPRIMIDOS RECUBIERTOS
500 mg",F-19956,LABORATORIO CHILE S.A.
851,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,MICOFENOLATO MOFETILO CÁPSULAS 250 mg,F-20137,LABORATORIO CHILE S.A.
852,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,LINFONEX COMPRIMIDOS RECUBIERTOS 500 mg,F-13451,LABORATORIOS RECALCINE S.A.
853,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,LINFONEX COMPRIMIDOS RECUBIERTOS 250 mg,F-13487,LABORATORIOS RECALCINE S.A.
854,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,PROFIREN 500 COMPRIMIDOS RECUBIERTOS 500 mg,F-17555,LIBRA CHILE S.A.
855,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,LAMUCON COMPRIMIDOS RECUBIERTOS 500 mg,F-19321,NOVARTIS CHILE S.A.
856,Trasplante de órganos,MICOFENOLATO MOFETILO,Cellcept,Roche,LAMUCON CÁPSULAS 250 mg,F-19323,NOVARTIS CHILE S.A.
857,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,TACNI CÁPSULAS 1 mg (TACROLIMUS),F-21737,LABORATORIO CHILE S.A.
858,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,TACNI CÁPSULAS 5 mg (TACROLIMUS),F-21736,LABORATORIO CHILE S.A.
859,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,"TACNI CÁPSULAS 0,5 mg (TACROLIMUS)",F-21738,LABORATORIO CHILE S.A.
860,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,T- INMUN CÁPSULAS 1 mg,F-18949,LABORATORIOS RECALCINE S.A.
861,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,"CIDIMUS CÁPSULAS 0,5 mg",F-19209,NOVARTIS CHILE S.A.
862,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,"CIDIMUS CÁPSULAS 5,0 mg",F-19210,NOVARTIS CHILE S.A.
863,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,"CIDIMUS CÁPSULAS 1,0 mg",F-19410,NOVARTIS CHILE S.A.
864,Trasplante de órganos,TACROLIMÚS,Prograf,Gador,TACROLIMUS CÁPSULAS 5 mg,F-20487,OPKO CHILE S.A.
865,Trastornos Gastrointestinales,METOCLOPRAMIDA,Hemibe,Laboratorios Rider,METOCLOPRAMIDA CLORHIDRATO COMPRIMIDOS 10 mg,F-3988,LABORATORIO CHILE S.A.
866,Trastornos Gastrointestinales,METOCLOPRAMIDA,Hemibe,Laboratorios Rider,METOCLOPRAMIDA CLORHIDRATO COMPRIMIDOS 10 mg,F-6559,LABORATORIOS ANDRÓMACO S.A.
867,Trastornos Gastrointestinales,METOCLOPRAMIDA,Hemibe,Laboratorios Rider,ITAN COMPRIMIDOS 10 mg,F-1163,LABORATORIOS SAVAL S.A.
868,Trastornos mentales,CLOZAPINA,Leponex,Novartis,LODUX COMPRIMIDOS 25 mg,F-17987,SYNTHON  CHILE LTDA.
869,Trastornos mentales,CLOZAPINA,Leponex,Novartis,LODUX COMPRIMIDOS 100 mg,F-17648,SYNTHON  CHILE LTDA.
870,Trastornos mentales,CLOZAPINA,Leponex,Novartis,LODUX COMPRIMIDOS 25 mg,F-21886,SYNTHON  CHILE LTDA.
871,Trastornos mentales,CLOZAPINA,Leponex,Novartis,LODUX COMPRIMIDOS 100 mg,F-21887,SYNTHON  CHILE LTDA.
872,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-21868,ASCEND LABORATORIES S.p.A.
873,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 100 mg,F-21869,ASCEND LABORATORIES S.p.A.
874,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-19959,ASCEND LABORATORIES SpA
875,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 200 mg,F-19961,ASCEND LABORATORIES SpA
876,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 300 mg,F-19962,ASCEND LABORATORIES SpA
877,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 100 mg,F-19960,ASCEND LABORATORIES SpA
878,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,GOFYL COMPRIMIDOS RECUBIERTOS 25 mg,F-16950,AXON PHARMA S.p.A.
879,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,GOFYL COMPRIMIDOS RECUBIERTOS 200 mg,F-16948,AXON PHARMA SPA.
880,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,GOFYL COMPRIMIDOS RECUBIERTOS 100 mg,F-16949,AXON PHARMA SPA.
881,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETKARE COMPRIMIDOS RECUBIERTOS 25 mg,F-18293,ETEX FARMACÉUTICA LTDA.
882,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETKARE COMPRIMIDOS RECUBIERTOS 100 mg.,F-18294,ETEX FARMACÉUTICA LTDA.
883,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETKARE COMPRIMIDOS RECUBIERTOS 200 mg,F-18295,ETEX FARMACÉUTICA LTDA.
884,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,NORSIC COMPRIMIDOS RECUBIERTOS 25 mg (QUETIAPINA),F-21702,LABORATORIOS ANDRÓMACO S.A.
885,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,NORSIC COMPRIMIDOS RECUBIERTOS 100 mg (QUETIAPINA),F-21703,LABORATORIOS ANDRÓMACO S.A.
886,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 25 mg,F-21710,LABORATORIOS ANDRÓMACO S.A.
887,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,QUETIAPINA COMPRIMIDOS RECUBIERTOS 100 mg,F-21709,LABORATORIOS ANDRÓMACO S.A.
888,Trastornos mentales,QUETIAPINA,Seroquel,Astrazeneca,NORSIC COMPRIMIDOS RECUBIERTOS 300 mg (QUETIAPINA),F-21803,LABORATORIOS ANDRÓMACO S.A.
